aluminium,ammonia,arsenic,barium,,chloramine,chromium,copper,flouride,bacteria,viruses,,,,mercury,,radium,,silver,uranium,outcome
0.05,21.99,0.04,2.2,,7.65,0.3,0.43,0.9,0.79,0.79,,,,1,,7.79,,0.1,0.03,0
0.15,23.71,0.05,1.64,,1.37,0.49,0.09,1.47,0.14,0,,,,9,,3.87,,0.37,0.06,0
0.03,17.28,0.03,3.21,,3.67,0.14,0.39,0.1,0.15,2,,,,8,,03.01,,0.18,0.04,0
0.15,28.46,0.01,2.88,,6.62,0.17,0.75,1.29,0.18,1,,,,5,,3.39,,0.4,0.05,0
0.05,4.78,0.01,1.82,,2.13,0.46,1.83,0.79,0.7,0.7,,,,0.01,,2,,0.28,0,0
0.01,26.86,0.01,0.7,,2.5,0.62,0.28,1.11,0.2,8,,,,8,,4.54,,0.48,0.02,0
0.05,11.62,0.03,1.31,,5.98,0.32,1.63,0.75,0.95,0.95,,,,1,,0.05,,0.02,0.05,0
0.09,28.92,0.03,1.25,,6.29,0.35,01.02,1.24,0.44,1,,,,2,,7.37,,0.36,0.09,0
0.06,10.36,1,2.47,,4.76,0.17,1.29,01.01,0.03,6,,,,2,,0.49,,0.07,0.09,0
0.09,7.7,0.05,0.57,,6.98,0.05,0.87,1.39,0.35,1,,,,3,,6.98,,0.24,0.07,0
0.06,9.47,0.01,3.49,,3.23,0.07,0.86,1.29,0.39,5,,,,8,,6.62,,0.43,0.04,0
0.01,18.12,0.03,3.98,,1.87,0.07,0.66,0.04,0.32,2,,,,2,,1.16,,0.35,0.02,0
0.07,11.14,0.02,0.38,,7.18,0.07,1.13,0.24,0.59,0.59,,,,4,,5.22,,0.21,0.08,0
0.01,29.54,0.02,2.5,,4.93,0.62,0.1,0.72,0.39,8,,,,7,,6.29,,0.29,0.06,0
0.10,02.07,0.02,03.01,,03.03,0.25,0.39,0.76,0.15,4,,,,0.01,,2.82,,0.45,0.01,0
0.06,28.93,0.03,2.84,,5.6,0.37,1.38,0.63,0.97,0.97,,,,4,,0,,0.35,0.06,0
0.05,26.22,0.03,2.86,,7,0.63,1.65,0.5,0.09,6,,,,1,,4.28,,0.03,0.07,0
0.03,27.94,0.02,2.75,,6.59,0.58,0.74,0.84,0.22,4,,,,7,,07.04,,0.13,0.09,0
0.08,6.58,0.01,3.38,,1.8,0.53,01.05,1.26,0.03,3,,,,4,,1.67,,0.12,0.09,0
0.07,13.55,0.02,2.78,,03.05,0.32,0.04,0.55,0.58,0.58,,,,4,,6.52,,0.47,0.01,0
0.06,12.49,0.02,2.73,,2.17,0.21,1.97,1.36,0.37,1,,,,4,,0.87,,0.27,0.05,0
0.03,5.76,0.01,3.94,,1.7,0.47,1.15,0.25,0.04,3,,,,0.01,,0.94,,0.45,0.02,0
0.13,27.39,0.01,3.65,,2.95,0.47,0.54,0.79,0.89,0.89,,,,5,,0.97,,0.4,0.08,0
0.12,1.88,0.03,1.92,,7.51,0.4,1.9,1.18,0.46,7,,,,3,,6.82,,0.26,0.05,0
0.08,5.65,0.02,3.4,,0.73,0.47,1.32,0.65,0.95,0.95,,,,0,,0.88,,0.29,0.09,0
0.02,12.69,0.05,3.75,,7.44,0.65,1.78,0.01,0.75,0.75,,,,4,,2.86,,0.23,0.07,0
0.06,19.59,0.04,0.79,,6.3,0.31,1.91,0.96,0.14,2,,,,0.01,,5.19,,0,0.02,0
0.10,23.18,0.02,1.82,,0.53,0.8,1.39,0.66,0.7,0.7,,,,3,,0.72,,0.33,0,0
0.04,4.57,0.04,2.4,,6.37,0.89,0.24,0.83,0.8,0.8,,,,6,,0.54,,0.13,0.05,0
0.06,27.03,0.01,1.17,,4.52,0.18,1.93,0.78,0.55,0.55,,,,3,,4.82,,0.15,0.01,0
0.24,26.65,1,0.79,,4.99,0.67,1.99,0.08,0.1,8,,,,1,,0.01,,0.02,0.02,1
0.20,23.74,0.04,0.74,,1.12,0.17,0.85,0.14,0.41,6,,,,0.01,,7.74,,0.03,0.02,0
0.39,2.81,0.01,2.72,,4.41,0.18,01.06,01.08,0.15,1,,,,7,,0.86,,0.41,0,0
0.02,26.21,0.04,0.56,,6.69,0.51,0.26,0.82,0.74,0.74,,,,3,,1.51,,0.16,0.07,0
0.18,6.31,0.05,2.91,,5.66,0.01,0.98,0.33,0.49,7,,,,4,,0.06,,0.36,0.03,0
0.24,19.25,0.05,3.55,,4.95,0.64,0.05,0.4,0.74,0.74,,,,0,,5.77,,0.46,0,0
0.35,0.27,0.01,1.17,,6.17,0.11,1.41,01.08,0.38,2,,,,3,,6.69,,0.06,0.04,0
0.07,26.4,0.05,3.28,,1.54,0.82,1.42,1.29,0.28,2,,,,4,,2.54,,0.44,0.07,0
0.35,20.45,0.04,0.14,,4.34,0.69,1.71,1.35,0.85,0.85,,,,5,,3.63,,0.48,0.09,0
0.25,24.92,1,0.6,,3.31,0.4,0.13,1.42,0.48,6,,,,5,,4.73,,0.26,0.05,0
0.06,14,0.03,0.59,,2.2,0.29,0.99,0.31,0.01,7,,,,3,,3.41,,0.09,0.04,0
0.02,8.38,0.01,2.2,,7.38,0.3,1.71,0.03,0.6,0.6,,,,3,,1.75,,0.04,0.04,0
0.05,28.55,0.03,3.2,,6.25,0.88,1.23,1.48,0.57,0.57,,,,5,,7.71,,0.09,0.04,0
0.20,2.6,0.03,1.75,,4.86,0.66,0.86,0.11,0.85,0.85,,,,8,,5.59,,0.45,0.06,0
0.05,1.94,0.04,0.31,,4.78,0.04,0.65,0.2,0.45,5,,,,3,,3.1,,0.01,0.01,1
0.08,28.8,0.01,03.09,,6.37,0.1,1.86,01.05,0.58,0.58,,,,3,,6.14,,0.19,0.01,0
0.02,15.94,0.04,1.91,,1.94,0.51,0.63,01.03,0.18,4,,,,3,,5.86,,0.07,0.08,0
0.01,3.58,0.03,2.35,,7.82,0.26,0.49,1.38,0.31,9,,,,5,,1.9,,0.05,0.08,0
0.06,16.45,0.03,03.01,,4.16,0.36,0.31,0.74,0.55,0.55,,,,9,,7.43,,0.09,0.05,0
0.05,23.15,0.01,3.68,,4.87,0.35,0.72,0.09,0.11,3,,,,9,,4.61,,0.05,0.09,0
0.05,11.99,0.04,3.22,,1.1,0.65,0.13,01.04,0.26,1,,,,2,,0.94,,0.08,0,0
0.08,21.15,1,3.33,,02.05,0.1,1.48,0.95,0.91,0.91,,,,6,,3.69,,0.37,0,0
0.07,27.86,0.03,3.65,,5.81,0.26,0.47,01.02,0.4,0,,,,7,,2.13,,0.28,0.08,0
0.01,7.55,0.04,1.53,,1.68,0.35,0.04,1.3,0.03,7,,,,8,,3.11,,0.13,0.04,0
0.03,22.3,0.04,3.72,,1.75,0.33,1.66,01.08,0.32,1,,,,1,,2.74,,0.14,0.08,0
0.06,22.34,0.04,0.23,,6.31,0.55,0.68,1.2,0.26,6,,,,9,,7.81,,0.06,0,0
0.09,18.1,0.01,0.12,,5.23,0.3,1.95,0.99,0.05,9,,,,6,,7.6,,0.12,0.02,0
0.11,27.3,0.04,0.64,,7.93,0.83,1.63,0.67,0.4,8,,,,8,,4.45,,0.17,0.03,0
0.21,12.24,0.04,0.73,,03.09,0.37,1.33,01.08,0.44,5,,,,1,,6.81,,0.31,0.01,0
0.07,3.7,0.05,1.81,,7.24,0.4,0.53,0.93,0.36,3,,,,0,,4.58,,0.45,0.09,0
0.09,12.25,0.02,1.63,,1.41,0.46,0.62,0.88,0.25,2,,,,8,,3.46,,0.23,0.04,0
0.11,2.63,0.04,2.6,,03.01,0.65,1.6,0.16,0.02,3,,,,2,,4.89,,0.12,0.01,0
0.01,2.57,0.02,3.63,,6.9,0.32,0.13,0.3,0.2,3,,,,5,,1.94,,0.41,0,0
0.18,16.78,1,1.4,,7.85,0.89,1.94,0.63,0.75,0.75,,,,8,,01.01,,0.26,0.02,0
0.03,13.2,0.04,03.08,,3.15,0.37,0.51,1.49,0.24,3,,,,8,,5.55,,0.08,0.07,0
0.00,14.25,0.02,1.53,,7.34,0.5,0.18,0.16,0.51,0.51,,,,6,,5.21,,0.28,0.07,0
0.10,29.23,0.04,2.76,,06.06,0.46,0.14,0.75,0.51,0.51,,,,9,,4.54,,0.38,0.08,0
0.15,04.06,0.04,0.57,,5.3,0.2,0.89,0.61,0.01,1,,,,4,,2.41,,0.3,0.06,0
0.09,16.22,0.02,1.21,,4.33,0.71,0.08,1.44,0.34,4,,,,0.01,,6.66,,0.45,0.08,0
0.05,0.8,0.04,1.77,,3.23,0.56,1.78,1.27,0.15,2,,,,6,,3.61,,0.25,0.04,0
0.03,5.14,0.04,0.02,,0.26,0.7,1.32,0.76,0.23,4,,,,2,,5.87,,0.3,0.02,0
0.25,12.65,0.03,3.37,,7.25,0.84,1,0.14,0.36,5,,,,5,,1.8,,0.29,0.03,0
0.14,3.44,0.01,1.81,,4.62,0.61,0.87,1.14,0.79,0.79,,,,6,,4.25,,0.27,0.03,0
0.05,14.03,0.02,2.62,,6.64,0.59,1.54,0.64,0.26,6,,,,3,,4.76,,0.06,0.04,0
0.03,22.26,0.03,1.79,,5.98,0.7,1.92,1.36,0.94,0.94,,,,8,,0.85,,0.36,0.03,0
0.01,20.34,0.03,2.31,,7.97,0.53,0.07,0.53,0.02,1,,,,8,,1.69,,0.16,0.06,0
0.08,23.13,0.04,0.12,,3.67,0.29,0.98,0.27,0.2,5,,,,4,,0.74,,0.45,0.08,0
0.07,11.79,0.05,03.06,,4.49,0.73,0.91,0.65,0.51,0.51,,,,6,,5.65,,0.31,0.03,0
0.11,14.94,0.03,1.69,,1.19,0.02,0.39,0.33,0.83,0.83,,,,4,,4.18,,0.18,0.08,0
0.03,7.2,1,02.04,,0.8,0.15,1.65,0.8,0.54,0.54,,,,8,,5.88,,0.18,0,0
0.08,7.74,0.01,3.88,,3.66,0.85,0.77,0.81,0.2,7,,,,8,,1.92,,0.45,0.02,0
0.03,12.35,0.03,1.92,,3.65,0.33,0.48,1.36,0.73,0.73,,,,8,,0.93,,0.12,0.02,0
0.09,6.7,0.02,2.35,,7.17,0.5,01.04,0.63,0.09,7,,,,1,,0.51,,0.08,0.09,0
0.06,16.71,0.03,1.52,,0.48,0.32,1.37,1.46,0.59,0.59,,,,0.01,,7.79,,0.16,0.08,0
0.10,17.54,0.05,2.42,,2.2,0.3,0.27,0.61,0.65,0.65,,,,0,,0.41,,0.2,0.06,0
0.23,10.45,0.04,02.06,,6.12,0.65,01.05,0.96,0.32,8,,,,1,,1.86,,0.07,0.05,0
0.04,22.56,0.03,03.09,,4.37,0.2,0.05,0.03,0.24,2,,,,1,,0.55,,0.12,0.07,0
0.02,12.37,0.03,2.52,,4.91,0.66,1.5,0.68,0.8,0.8,,,,6,,7.67,,0.39,0.04,0
0.10,20.58,1,0.57,,5.38,0.2,0.78,1.5,0.36,0,,,,2,,7.77,,0.42,0.02,0
0.08,16.16,0.01,3.27,,7.83,0.16,0.58,01.07,0.52,0.52,,,,5,,6.38,,0.27,0,0
0.00,13.84,0.02,1.33,,6.44,0.45,0.56,0.8,0.29,1,,,,0,,7.36,,0.09,0.08,0
0.06,16.62,0.02,1.79,,5.56,0.16,0.36,0.55,0.03,5,,,,7,,3.71,,0.13,0.04,0
0.02,24.98,0.02,3.51,,5.61,0.58,0.77,0.79,0.37,1,,,,6,,0.09,,0.37,0.06,0
0.20,14.45,0.01,01.09,,2.59,0.73,1.45,0.65,0.57,0.57,,,,9,,0.43,,0.39,0.09,0
0.15,26.13,0.01,3.47,,2.99,0.72,0.17,0.59,0.4,8,,,,8,,1.3,,0.27,0.07,0
0.38,3.92,0.04,01.05,,1.64,0.04,0.02,0.47,0.28,5,,,,7,,3.5,,0.47,0.09,0
0.08,12.45,0.02,03.01,,5.42,0.58,1.25,0.51,0.69,0.69,,,,1,,2.83,,0.22,0.03,0
0.07,24.63,0.01,01.02,,7.35,0.52,1.83,0.77,0.67,0.67,,,,1,,4.3,,0.16,0.07,0
0.09,18.44,0.01,0.19,,4.86,0.35,1.98,0.99,0.41,0,,,,1,,4.49,,0.18,0.08,0
0.09,19.8,1,0.96,,2.55,0.88,1.48,0.91,0.74,0.74,,,,7,,2.99,,0.13,0.03,0
0.04,28.23,0.04,0.29,,0.63,0.36,0.06,01.03,0.44,7,,,,2,,1.15,,0.42,0.02,0
0.08,13.96,1,3.72,,5.17,0.37,1.64,1.39,0.3,5,,,,3,,0.67,,0.21,0.06,0
0.08,21.63,0.02,1.87,,0.45,0.57,0.75,1.25,0.28,2,,,,5,,4.32,,0.29,0.04,0
0.11,14.39,1,2.26,,04.08,0.82,0.81,1.27,0.53,0.53,,,,5,,0.23,,0.42,0.01,0
0.06,17.86,1,0.79,,4.81,0.67,1.67,0.02,0.1,7,,,,9,,6.21,,0.21,0.03,0
0.17,21.68,0.01,0.42,,0.17,0.5,0.44,0.67,0.59,0.59,,,,6,,3.61,,0.05,0.02,1
0.01,13.83,0.05,3.92,,4.18,0.12,0.48,1.48,0.06,1,,,,4,,07.07,,0.38,0.09,0
0.17,29.47,0.01,2.8,,4.9,0.82,1.76,0.33,0.17,0,,,,8,,3.18,,0.12,0.08,0
0.23,29.2,0.01,2.96,,0.59,0.27,1.73,0.06,0.42,3,,,,4,,7.88,,0.05,0.01,0
0.15,10.8,0.05,0.54,,6.1,0.7,0.98,0.79,0.72,0.72,,,,2,,03.03,,0.29,0.07,0
0.08,0.59,0.02,3.91,,1.77,0.34,0.04,0.61,0.21,1,,,,4,,3.97,,0.32,0.06,0
0.04,19.6,1,03.09,,7,0.57,1.38,0.13,0.36,2,,,,1,,1.11,,0.37,0.01,0
0.01,15.1,0.01,2.17,,6.42,0.33,0.16,01.01,0.76,0.76,,,,9,,5.31,,0.32,0,0
0.11,9.31,0.03,2.83,,0.88,0.73,1.49,1.45,0.42,9,,,,1,,5.52,,0.39,0,0
0.39,21.14,0.04,3.72,,4.27,0.52,0.96,1.45,0.44,7,,,,5,,6.49,,0.33,0.03,0
0.18,16.79,0.05,1.74,,6.95,0.85,0.99,0.87,0.39,2,,,,1,,5.35,,0.42,0.07,0
0.26,17.55,0.02,0.64,,1.41,0.01,1.19,0.26,0.72,0.72,,,,4,,02.06,,0.07,0.06,0
0.10,15.46,0.03,0.54,,3.99,0.19,0.28,1.16,0.85,0.85,,,,5,,1.46,,0.23,0.08,0
0.01,21.31,0.03,1.85,,7.96,0.2,0.75,0.34,0.98,0.98,,,,9,,0.67,,0.18,0.08,0
0.06,0.13,0.03,1.36,,2.38,0.01,0.93,1.44,0.53,0.53,,,,0.01,,2.74,,0.24,0.05,0
0.06,18.95,0.03,0.59,,2.83,0.09,0.77,1.23,0.79,0.79,,,,8,,1.91,,0.04,0.04,0
0.05,25.32,0.03,01.03,,2.46,0.24,0.31,1.1,0.06,5,,,,8,,7.32,,0.12,0.09,0
0.15,4.36,0.02,0.41,,7.78,0.61,1.95,1.29,0.05,2,,,,4,,6.74,,0.06,0.05,0
0.03,23.6,0.02,3.32,,6.53,0.9,0.8,0.63,0.48,7,,,,1,,2.24,,0.3,0.05,0
0.15,3.51,0.01,2.49,,2.16,0.8,1.88,1.34,0.28,3,,,,9,,1.25,,0.27,0.06,0
0.01,9.74,1,1.34,,2.83,0.48,0.42,1.2,0.36,8,,,,6,,3.92,,0.1,0.02,1
0.05,23.19,0.03,3.74,,7.57,0.15,0.96,1.41,0.99,0.99,,,,1,,4.74,,0.03,0.03,1
0.23,7.61,0.01,3.62,,3.54,0.45,0.91,1.26,0.74,0.74,,,,4,,1.56,,0.16,0.08,0
0.04,15.44,1,0.35,,1.39,0.3,0.79,0.37,0.35,4,,,,6,,5.38,,0.15,0.03,0
0.05,21.29,0.02,0.25,,4.57,0.51,0.01,1.1,0.89,0.89,,,,6,,1.36,,0.41,0.08,0
0.09,0.85,0.03,2.55,,3.15,0.76,0.84,0.04,0.13,2,,,,3,,1.2,,0.33,0.06,0
0.02,14.49,1,0.02,,4.71,0.19,1.3,0.95,1,1,,,,8,,3.83,,0.49,0.09,0
0.09,27.61,0.05,3.51,,6.48,0.49,0.25,0.41,0.72,0.72,,,,5,,3.58,,0.49,0.04,0
0.30,1.38,0.03,3.14,,2.73,0.39,1.26,0.13,0.93,0.93,,,,0,,0.16,,0.27,0.01,0
0.21,27.08,0.01,2.39,,0.06,0.46,1.56,1.15,0.07,1,,,,4,,5.15,,0.48,0.03,0
0.00,16.81,0.02,2.4,,4.26,0.89,0.19,0.29,0.29,0,,,,4,,04.06,,0.3,0.07,0
0.07,24.86,1,3.14,,4.36,0.84,0.4,0.71,0.2,8,,,,9,,1.12,,0.45,0.02,0
0.05,17.63,1,0.48,,02.03,0.23,1.37,1.39,0.27,2,,,,2,,2.56,,0.36,0.04,0
0.26,12.58,0.05,0.73,,5.45,0.7,0.3,0.14,0.57,0.57,,,,0,,5.76,,0.1,0.07,0
0.14,21.45,0.04,3.82,,1.58,0.86,1.29,0.13,0.43,8,,,,6,,6.23,,0.25,0.01,0
0.17,17.35,0.04,0.72,,6.24,0.41,0.89,0.7,0.07,8,,,,2,,7.53,,0.15,0.05,0
0.06,24.12,0.01,1.1,,2.77,0.09,1.16,1.32,0.1,5,,,,6,,5.58,,0.33,0.07,0
0.09,21.91,0.04,2.24,,3.93,0.69,01.08,1.18,0.55,0.55,,,,6,,4.88,,0.29,0.06,0
0.10,16.88,0.04,0.23,,4.77,0.74,0.15,0.19,0.76,0.76,,,,8,,3.65,,0.38,0.08,0
0.17,27.35,0.03,0.96,,7.79,0.65,1.23,0.84,0.33,5,,,,1,,2.39,,0.26,0.05,0
0.28,0.22,1,2.58,,1.43,0.35,1.69,1.32,0.99,0.99,,,,3,,2.39,,0.25,0,0
0.02,19.39,0.03,03.01,,1.73,0.64,0.36,0.64,0.69,0.69,,,,1,,1.45,,0.32,0.05,0
0.07,29.26,0.01,3.19,,6.89,0.41,0.09,0.71,0.84,0.84,,,,4,,2.21,,0.19,0.01,0
0.07,0.25,0.02,3.58,,0.81,0.83,0.3,1.24,0.51,0.51,,,,3,,1.32,,0.02,0.05,0
0.07,14.03,0.03,02.07,,6.93,0.41,0.05,0.1,0.42,0,,,,6,,3.48,,0.23,0.09,0
0.09,24.5,0.03,2.7,,6.27,0.23,1.27,0.21,0.67,0.67,,,,0.01,,4.5,,0.25,0.09,0
0.27,7.11,0.04,02.04,,5.85,0.75,1.44,0.58,0.21,6,,,,3,,3.28,,0.15,0.02,0
0.04,18.23,0.04,0.86,,5.14,0.61,0.16,0.23,0.44,7,,,,4,,7.53,,0.06,0.05,0
0.21,15.03,0.03,3.4,,6.71,0.48,1.13,1.43,0.63,0.63,,,,5,,5.59,,0.08,0.05,0
0.10,29.64,0.03,4,,1.3,0.79,1.82,0.44,0.14,1,,,,7,,1.54,,0.2,0.06,0
0.39,15.16,0.03,03.04,,1.78,0.48,0.75,0.09,0.84,0.84,,,,1,,3.6,,0.42,0.05,0
0.22,24.04,1,3.74,,5.24,0.61,1.33,0.18,0.81,0.81,,,,0.01,,1.29,,0.44,0.07,0
0.40,26.21,0.04,0.51,,5.89,0.73,0.87,0.29,0.58,0.58,,,,7,,7.52,,0.26,0.02,0
0.07,14.38,0.04,2.3,,1.23,0.77,0.36,0.37,0.45,1,,,,5,,4.99,,0.33,0.06,0
0.03,0.09,1,01.03,,5.47,0.54,1.95,0.56,0.94,0.94,,,,9,,4.31,,0.06,0.01,1
0.37,29.23,0.02,1.43,,3.29,0.46,0.01,1.28,0.77,0.77,,,,2,,2.27,,0.25,0.07,0
0.02,2.83,0.01,0.2,,04.07,0.56,0.75,1.26,0.87,0.87,,,,6,,01.01,,0.16,0.08,0
0.10,0.75,0.02,0.71,,7.59,0.34,0.36,1.14,0.22,2,,,,0.01,,2.74,,0.18,0.06,0
0.10,23.77,0.02,1.53,,4.18,0.53,1.99,0.81,0.19,1,,,,3,,4.51,,0.07,0.02,0
0.07,4.48,0.02,1.65,,4.15,0.48,0.11,1.46,0.75,0.75,,,,2,,7.11,,0.46,0.07,0
0.01,11.45,0.02,3.95,,4.42,0.59,01.05,0.31,0.26,2,,,,1,,04.04,,0.2,0.06,0
0.07,0.97,0.04,0.36,,0.81,0.05,0.8,0.36,0.64,0.64,,,,0.01,,2.58,,0.06,0.08,0
0.08,4.24,1,1.86,,0.71,0.24,1.32,0.83,0.6,0.6,,,,0,,6.87,,0.3,0,0
0.14,19.14,0.03,01.08,,5.57,0.19,0.68,1.36,0.74,0.74,,,,7,,2.21,,0.41,0.08,0
0.15,24.16,0.04,3.44,,1.88,0.15,0.82,0.1,0.79,0.79,,,,5,,7.56,,0.33,0.03,0
0.02,27.71,0.02,1.8,,7.3,0.55,1.32,0.59,0.18,8,,,,9,,5.57,,0.03,0.05,0
0.01,5.52,0.03,0.8,,4.16,0.54,0.04,0.6,0.39,9,,,,2,,7.42,,0.1,0.08,0
0.03,28.57,0.02,2.73,,2.94,0.16,1.43,0.19,0.92,0.92,,,,1,,05.03,,0.28,0.01,0
0.04,27.81,0.03,3.45,,07.02,0.16,0.75,0.2,0.69,0.69,,,,6,,6.3,,0.25,0.08,0
0.02,5.9,0.01,0.77,,3.48,0.62,1.33,0.58,0.22,2,,,,8,,2.28,,0.28,0.05,0
0.04,20.18,0.03,3.5,,2,0.13,1.43,1.34,0.76,0.76,,,,2,,2.6,,0.37,0.03,0
0.09,2.66,0.01,1.29,,4.11,0.28,1.77,0.06,0.75,0.75,,,,9,,0.75,,0.1,0.05,0
0.10,4.96,0.04,0.72,,3.42,0.82,1.93,0.45,0.63,0.63,,,,7,,5.9,,0.45,0.02,0
0.06,27.94,0.02,1.45,,4.36,0.17,0.85,1.21,0.4,2,,,,1,,3.83,,0.2,0.03,0
0.09,3.15,0.03,1.71,,3.51,0.36,0.2,0.64,0.18,7,,,,4,,5.81,,0.34,0.04,0
0.03,19.37,0.04,1.56,,6.29,0.52,1.95,1.16,0.94,0.94,,,,8,,4.62,,0.38,0.01,0
0.02,16.36,0.04,0.91,,5.42,0.43,0.1,01.08,0.99,0.99,,,,3,,1.75,,0.13,0.01,0
0.01,25.66,0.04,3.49,,7.97,0.49,1.72,0.49,0.6,0.6,,,,9,,7.1,,0.46,0.07,0
0.07,20.33,0.04,0.72,,7.21,0.55,0.4,01.09,0.65,0.65,,,,5,,06.08,,0.48,0.04,0
0.24,17.63,0.03,0.67,,6.26,0.56,1.74,0.66,0.07,8,,,,8,,2.59,,0.18,0.05,0
0.03,07.02,0.03,2.27,,4.51,0.75,1.29,0.83,0.16,1,,,,5,,5.73,,0.49,0.09,0
0.00,20.61,0.02,0.86,,1.74,0.7,01.08,0.7,0.87,0.87,,,,8,,3.54,,0.47,0.07,0
0.23,7.61,0.02,1.98,,4.75,0.49,0.2,1.15,0.61,0.61,,,,0,,3.19,,0.24,0.02,0
0.09,11.43,0.01,01.04,,6.81,0.87,0.92,1.2,0.2,2,,,,2,,4.58,,0.2,0.04,0
0.05,20.24,0.02,3.93,,0.12,0.02,01.05,0.68,0.39,1,,,,4,,6.3,,0.39,0.03,0
0.03,29.15,1,3.89,,04.07,0.83,0.26,0.16,0.91,0.91,,,,9,,3.22,,0.06,0.09,0
0.14,27.55,1,3.27,,01.03,0.13,0.93,0.85,0.1,1,,,,0.01,,0.8,,0.07,0,0
0.05,23.72,0.02,02.09,,2.4,0.3,0.86,1.34,0.97,0.97,,,,2,,4.89,,0.21,0.01,0
0.00,23.23,0.04,1.42,,4.52,0.52,0.61,0.35,0.86,0.86,,,,0,,7.82,,0.4,0.01,0
0.19,3.54,0.04,0.66,,6.99,0.21,0.4,0.79,0.63,0.63,,,,9,,4.66,,0.28,0.01,0
0.11,11.87,0.03,3.96,,7.17,0.27,1.5,0.23,0.18,7,,,,3,,4.98,,0.47,0.07,0
0.10,25.21,0.01,2.13,,1.22,0.52,0.4,0.59,0.61,0.61,,,,0.01,,0.05,,0.05,0.02,1
0.04,0.26,0.03,3.37,,6.13,0.29,0.18,0.91,0.78,0.78,,,,5,,3.81,,0.03,0.06,0
0.01,26.55,1,03.08,,7.87,0.37,1.75,0.19,0.9,0.9,,,,7,,6.79,,0.04,0.06,0
0.09,18.22,1,3.75,,0.25,0.45,1.98,0.28,0.89,0.89,,,,7,,1.86,,0.16,0.03,0
0.05,18.61,0.03,1.47,,4.1,0.11,1.8,1.39,0.31,5,,,,2,,0.15,,0.33,0.08,0
0.05,28.53,0.04,0.59,,7.21,0.06,1.83,0.61,0.55,0.55,,,,5,,7.24,,0.49,0.06,0
0.14,7.63,0.04,2.2,,7.22,0.24,01.05,0.05,0.49,5,,,,7,,1.9,,0.28,0.05,0
0.09,16.92,1,0.56,,01.04,0.64,0.12,0.48,0.93,0.93,,,,9,,3.24,,0.03,0.04,0
0.07,1.23,0.04,3.9,,2.29,0.88,0.49,1.15,0.7,0.7,,,,4,,6.72,,0.42,0.07,0
0.05,5.24,0.03,2.51,,5.67,0.84,1.77,0.94,0.22,6,,,,5,,4.51,,0.02,0.05,0
0.07,24.24,0.01,2.68,,3.31,0.86,0.46,0.33,0.92,0.92,,,,8,,7.48,,0.3,0.06,0
0.07,1.57,0.03,02.06,,4.74,0.14,0.49,1.39,0.75,0.75,,,,9,,6.31,,0.23,0.06,0
0.00,0.03,0.01,1.19,,0.21,0.85,0.58,0.34,0.53,0.53,,,,7,,6.53,,0.27,0.05,0
0.09,14.52,0.02,0.77,,0.6,0.8,1.94,1.31,0.69,0.69,,,,4,,1.79,,0.42,0.01,0
0.29,24,0.03,2.45,,2.16,0.1,1.76,0.74,0.32,2,,,,4,,0.1,,0.09,0.01,1
0.04,28.9,0.04,1.11,,0.4,0.37,0.77,0.46,0.19,1,,,,5,,0.73,,0.42,0.03,0
0.02,28.04,0.03,0.42,,5.59,0.79,1.14,0.83,0.36,4,,,,5,,0.95,,0.22,0.09,0
0.11,14.94,0.01,1.8,,1.67,0.2,01.08,0.52,0.74,0.74,,,,0,,4.91,,0.45,0.02,0
0.18,11.49,0.05,3.36,,4.37,0.88,1.33,0.58,0.26,9,,,,3,,5.49,,0.34,0.01,0
0.08,24.96,0.04,3,,3.47,0.41,1.57,1.25,0.06,7,,,,0.01,,5.61,,0.14,0.03,0
0.15,5.11,1,1.17,,0.2,0.18,0.18,0.37,0.03,8,,,,7,,2.77,,0.43,0.03,0
0.22,23.05,0.01,2.61,,04.03,0.59,1.34,0.5,0.86,0.86,,,,7,,5.65,,0.37,0.05,0
0.03,23.8,0.05,01.04,,0.66,0.53,1.14,0.58,0.84,0.84,,,,4,,7.68,,0.37,0.07,0
0.06,18.55,0.01,3.59,,5.35,0.13,01.04,0.09,0.83,0.83,,,,6,,3.29,,0.35,0.05,0
0.03,0.51,0.04,2.44,,01.09,0.33,1.94,1.49,0.15,1,,,,7,,2.54,,0.5,0.09,0
0.02,7.47,1,2.26,,3.41,0.43,1.22,0.33,0.23,1,,,,0,,2.61,,0.38,0.02,0
0.09,22.49,0.04,0.04,,03.04,0.68,0.42,0.71,0.85,0.85,,,,5,,01.02,,0.27,0.01,0
0.01,16.76,0.03,1.63,,0.37,0.65,1.82,0.56,0.95,0.95,,,,4,,0.06,,0.32,0.05,0
0.04,11.13,0.01,3.25,,2.14,0.39,1.29,0.85,0.65,0.65,,,,9,,2.67,,0.42,0.08,0
0.07,0.07,0.03,03.02,,6.16,0.37,1.11,0.61,0.73,0.73,,,,8,,3.83,,0.33,0.07,0
0.01,19.74,0.04,2.88,,6,0.78,1.92,0.29,0.02,7,,,,7,,1.27,,0.11,0.06,0
0.01,25.54,0.05,0.34,,1.84,0.32,1.1,0.22,0.21,5,,,,9,,02.08,,0.11,0.05,0
0.04,20.37,1,2.43,,0.23,0.36,1.93,0.23,0.42,6,,,,1,,7.47,,0.49,0.08,0
0.23,20.41,0.01,3.91,,04.02,0.08,0.95,1.46,0.08,8,,,,6,,7.35,,0.18,0.02,0
